DISTRICT,YEAR,MILLETS,SOIL,PH,TEMPERATURE,HUMIDITY,RAINFALL,Area(Hectare),Production(Tonnes),Yield(Tonnes/Hectare)
AGAR MALWA,2013,Bajra,black,6.95,45.85,57.56,1182,5,4,0.8
AGAR MALWA,2014,Bajra,black,6.95,46.8,54.56,753.5,2000,3000,1.5
AGAR MALWA,2018,Bajra,black,6.95,45.76,48.94,820,12,13,1.08
AGAR MALWA,2019,Bajra,black,6.95,46.37,56.06,1929.2,1,1,1
AGAR MALWA,2013,Barley,black,6.95,45.85,57.56,1182,286,466,1.63
AGAR MALWA,2014,Barley,black,6.95,46.8,54.56,753.5,1000,1000,1
AGAR MALWA,2018,Barley,black,6.95,45.76,48.94,820,48,45,0.94
AGAR MALWA,2019,Barley,black,6.95,46.37,56.06,1929.2,34,80,2.35
AGAR MALWA,2013,Jowar,black,6.95,45.85,57.56,1182,2750,3347,1.22
AGAR MALWA,2014,Jowar,black,6.95,46.8,54.56,753.5,6000,0,0
AGAR MALWA,2015,Jowar,black,6.95,45.79,54.44,1578.4,5000,6000,1.2
AGAR MALWA,2016,Jowar,black,6.95,47.18,52,1360.3,4000,7000,1.75
AGAR MALWA,2017,Jowar,black,6.95,45.93,48.62,815.5,800,1490,1.86
AGAR MALWA,2018,Jowar,black,6.95,45.76,48.94,820,286,336,1.17
AGAR MALWA,2019,Jowar,black,6.95,46.37,56.06,1929.2,142,139,0.98
AGAR MALWA,2013,Maize,black,6.95,45.85,57.56,1182,15270,16578,1.09
AGAR MALWA,2014,Maize,black,6.95,46.8,54.56,753.5,25000,50000,2
AGAR MALWA,2015,Maize,black,6.95,45.79,54.44,1578.4,24000,31000,1.29
AGAR MALWA,2016,Maize,black,6.95,47.18,52,1360.3,20000,39000,1.95
AGAR MALWA,2017,Maize,black,6.95,45.93,48.62,815.5,18300,65880,3.6
AGAR MALWA,2018,Maize,black,6.95,45.76,48.94,820,3370,3035,0.9
AGAR MALWA,2019,Maize,black,6.95,46.37,56.06,1929.2,2756,2361,0.86
ALIRAJPUR,2008,Bajra,black,6.87,44.4,49.25,400.4,16862,11650,0.69
ALIRAJPUR,2009,Bajra,black,6.87,45.62,52.56,442.2,16308,9956,0.61
ALIRAJPUR,2010,Bajra,black,6.87,46.47,56.56,622.2,16271,11789,0.72
ALIRAJPUR,2011,Bajra,black,6.87,44.22,51.62,631.6,15630,11110,0.71
ALIRAJPUR,2012,Bajra,black,6.87,43.01,50.31,928.8,15577,19716,1.27
ALIRAJPUR,2013,Bajra,black,6.87,44.64,57.62,1407.7,13619,18378,1.35
ALIRAJPUR,2014,Bajra,black,6.87,45.42,52.62,949.5,11000,9000,0.82
ALIRAJPUR,2015,Bajra,black,6.87,44.68,52.31,875.6,14000,16000,1.14
ALIRAJPUR,2016,Bajra,black,6.87,47.2,51,1093.9,17000,18000,1.06
ALIRAJPUR,2017,Bajra,black,6.87,44.73,50.56,787.3,17000,38850,2.29
ALIRAJPUR,2018,Bajra,black,6.87,45.05,46.31,688.2,8785,11122,1.27
ALIRAJPUR,2019,Bajra,black,6.87,45.23,57.81,1520.9,8537,8709,1.02
ALIRAJPUR,2008,Barley,black,6.87,44.4,49.25,400.4,11,11,1
ALIRAJPUR,2010,Barley,black,6.87,46.47,56.56,622.2,3,3,1
ALIRAJPUR,2011,Barley,black,6.87,44.22,51.62,631.6,10,12,1.2
ALIRAJPUR,2012,Barley,black,6.87,43.01,50.31,928.8,48,48,1
ALIRAJPUR,2013,Barley,black,6.87,44.64,57.62,1407.7,49,61,1.24
ALIRAJPUR,2014,Barley,black,6.87,45.42,52.62,949.5,1000,1000,1
ALIRAJPUR,2015,Barley,black,6.87,44.68,52.31,875.6,6000,15000,2.5
ALIRAJPUR,2016,Barley,black,6.87,47.2,51,1093.9,6000,18000,3
ALIRAJPUR,2017,Barley,black,6.87,44.73,50.56,787.3,1500,2400,1.6
ALIRAJPUR,2008,Jowar,black,6.87,44.4,49.25,400.4,14168,14694,1.04
ALIRAJPUR,2009,Jowar,black,6.87,45.62,52.56,442.2,14820,17389,1.17
ALIRAJPUR,2010,Jowar,black,6.87,46.47,56.56,622.2,15244,19301,1.27
ALIRAJPUR,2011,Jowar,black,6.87,44.22,51.62,631.6,14704,16313,1.11
ALIRAJPUR,2012,Jowar,black,6.87,43.01,50.31,928.8,14472,19118,1.32
ALIRAJPUR,2013,Jowar,black,6.87,44.64,57.62,1407.7,14501,23584,1.63
ALIRAJPUR,2014,Jowar,black,6.87,45.42,52.62,949.5,10000,10000,1
ALIRAJPUR,2015,Jowar,black,6.87,44.68,52.31,875.6,11000,22000,2
ALIRAJPUR,2016,Jowar,black,6.87,47.2,51,1093.9,12000,17000,1.42
ALIRAJPUR,2017,Jowar,black,6.87,44.73,50.56,787.3,8600,20310,2.36
ALIRAJPUR,2018,Jowar,black,6.87,45.05,46.31,688.2,3004,5326,1.77
ALIRAJPUR,2019,Jowar,black,6.87,45.23,57.81,1520.9,6213,4815,0.77
ALIRAJPUR,2008,Maize,black,6.87,44.4,49.25,400.4,37707,45428,1.2
ALIRAJPUR,2009,Maize,black,6.87,45.62,52.56,442.2,38269,34443,0.9
ALIRAJPUR,2010,Maize,black,6.87,46.47,56.56,622.2,38468,43669,1.2
ALIRAJPUR,2011,Maize,black,6.87,44.22,51.62,631.6,38919,31776,0.82
ALIRAJPUR,2012,Maize,black,6.87,43.01,50.31,928.8,39203,76316,1.95
ALIRAJPUR,2013,Maize,black,6.87,44.64,57.62,1407.7,38841,30247,0.78
ALIRAJPUR,2014,Maize,black,6.87,45.42,52.62,949.5,49000,134000,2.73
ALIRAJPUR,2015,Maize,black,6.87,44.68,52.31,875.6,40000,88000,2.2
ALIRAJPUR,2016,Maize,black,6.87,47.2,51,1093.9,41000,135000,3.29
ALIRAJPUR,2017,Maize,black,6.87,44.73,50.56,787.3,48300,124560,2.58
ALIRAJPUR,2018,Maize,black,6.87,45.05,46.31,688.2,19064,40595,2.13
ALIRAJPUR,2019,Maize,black,6.87,45.23,57.81,1520.9,26966,32245,1.2
ALIRAJPUR,2008,Ragi,black,6.87,44.4,49.25,400.4,1801,505,0.28
ALIRAJPUR,2009,Ragi,black,6.87,45.62,52.56,442.2,1892,459,0.24
ALIRAJPUR,2010,Ragi,black,6.87,46.47,56.56,622.2,1609,452,0.28
ALIRAJPUR,2011,Ragi,black,6.87,44.22,51.62,631.6,1476,320,0.22
ALIRAJPUR,2012,Ragi,black,6.87,43.01,50.31,928.8,1376,442,0.32
ALIRAJPUR,2013,Ragi,black,6.87,44.64,57.62,1407.7,1319,572,0.43
ALIRAJPUR,2015,Ragi,black,6.87,44.68,52.62,875.6,1000,459,0.46
ALIRAJPUR,2016,Ragi,black,6.87,47.2,52.31,1093.9,1000,1000,1
ALIRAJPUR,2017,Ragi,black,6.87,44.73,51,787.3,20,20,1
ALIRAJPUR,2018,Ragi,black,6.87,45.05,50.56,688.2,8,5,0.63
ALIRAJPUR,2019,Ragi,black,6.87,45.23,46.31,1520.9,26,14,0.54
ANUPPUR,2003,Bajra,red yellow,6.52,45.26,57.81,996.2,1,2,2
ANUPPUR,2018,Bajra,red yellow,6.52,43.94,52.69,927.2,3,5,1.67
ANUPPUR,2019,Bajra,red yellow,6.52,45.26,59.56,1475.8,1,2,2
ANUPPUR,2003,Barley,red yellow,6.52,45.26,58.06,996.2,57,35,0.61
ANUPPUR,2004,Barley,red yellow,6.52,43.16,57.88,1031.3,65,36,0.55
ANUPPUR,2005,Barley,red yellow,6.52,44.41,56.75,1283.8,61,42,0.69
ANUPPUR,2007,Barley,red yellow,6.52,44.02,56.31,1568.3,527,363,0.69
ANUPPUR,2008,Barley,red yellow,6.52,43.06,56.69,1102.8,59,40,0.68
ANUPPUR,2009,Barley,red yellow,6.52,44.21,52,761.1,89,54,0.61
ANUPPUR,2010,Barley,red yellow,6.52,44.4,54.56,897.8,85,48,0.56
ANUPPUR,2011,Barley,red yellow,6.52,43.51,58.06,1296.2,68,61,0.9
ANUPPUR,2012,Barley,red yellow,6.52,45.39,55.81,1109.6,64,53,0.83
ANUPPUR,2013,Barley,red yellow,6.52,45.11,62.19,1268.6,59,48,0.82
ANUPPUR,2014,Barley,red yellow,6.52,45.86,60.88,1307.7,1000,2000,2
ANUPPUR,2016,Barley,red yellow,6.52,44,57.12,1053.4,10,20,2
ANUPPUR,2017,Barley,red yellow,6.52,44.33,54.31,934.9,100,80,0.8
ANUPPUR,2018,Barley,red yellow,6.52,43.94,52.69,927.2,21,13,0.62
ANUPPUR,2019,Barley,red yellow,6.52,45.26,59.56,1475.8,40,46,1.15
ANUPPUR,2003,Jowar,red yellow,6.52,45.26,58.06,996.2,384,354,0.92
ANUPPUR,2004,Jowar,red yellow,6.52,43.16,57.88,1031.3,292,254,0.87
ANUPPUR,2005,Jowar,red yellow,6.52,44.41,56.75,1283.8,274,218,0.8
ANUPPUR,2006,Jowar,red yellow,6.52,43.03,54.69,1339.8,276,230,0.83
ANUPPUR,2007,Jowar,red yellow,6.52,44.02,56.31,1568.3,295,217,0.74
ANUPPUR,2008,Jowar,red yellow,6.52,43.06,56.69,1102.8,371,357,0.96
ANUPPUR,2009,Jowar,red yellow,6.52,44.21,52,761.1,364,289,0.79
ANUPPUR,2010,Jowar,red yellow,6.52,44.4,54.56,897.8,338,356,1.05
ANUPPUR,2011,Jowar,red yellow,6.52,43.51,58.06,1296.2,287,246,0.86
ANUPPUR,2012,Jowar,red yellow,6.52,45.39,55.81,1109.6,250,326,1.3
ANUPPUR,2013,Jowar,red yellow,6.52,45.11,62.19,1268.6,244,165,0.68
ANUPPUR,2017,Jowar,red yellow,6.52,44.33,54.31,934.9,300,630,2.1
ANUPPUR,2018,Jowar,red yellow,6.52,43.94,52.69,927.2,48,40,0.83
ANUPPUR,2019,Jowar,red yellow,6.52,45.26,59.56,1475.8,58,57,0.98
ANUPPUR,2003,Maize,red yellow,6.52,45.26,58.06,996.2,12105,15439,1.28
ANUPPUR,2004,Maize,red yellow,6.52,43.16,57.88,1031.3,12232,12442,1.02
ANUPPUR,2005,Maize,red yellow,6.52,44.41,56.75,1283.8,12186,12459,1.02
ANUPPUR,2006,Maize,red yellow,6.52,43.03,54.69,1339.8,12059,7836,0.65
ANUPPUR,2007,Maize,red yellow,6.52,44.02,56.31,1568.3,11960,8889,0.74
ANUPPUR,2008,Maize,red yellow,6.52,43.06,56.69,1102.8,11947,9865,0.83
ANUPPUR,2009,Maize,red yellow,6.52,44.21,52,761.1,11733,7086,0.6
ANUPPUR,2010,Maize,red yellow,6.52,44.4,54.56,897.8,11619,8465,0.73
ANUPPUR,2011,Maize,red yellow,6.52,43.51,58.06,1296.2,11468,10080,0.88
ANUPPUR,2012,Maize,red yellow,6.52,45.39,55.81,1109.6,11464,15990,1.39
ANUPPUR,2013,Maize,red yellow,6.52,45.11,62.19,1268.6,11342,15688,1.38
ANUPPUR,2014,Maize,red yellow,6.52,45.86,60.88,1307.7,15000,22000,1.47
ANUPPUR,2015,Maize,red yellow,6.52,44.67,59.12,770.9,14000,32000,2.29
ANUPPUR,2016,Maize,red yellow,6.52,44,57.12,1053.4,16000,32000,2
ANUPPUR,2017,Maize,red yellow,6.52,44.33,54.31,934.9,14050,28170,2
ANUPPUR,2018,Maize,red yellow,6.52,43.94,52.69,927.2,9913,15868,1.6
ANUPPUR,2019,Maize,red yellow,6.52,45.26,59.56,1475.8,10183,18986,1.86
ANUPPUR,2003,Ragi,red yellow,6.52,45.26,58.06,996.2,19757,6865,0.35
ANUPPUR,2004,Ragi,red yellow,6.52,43.16,57.88,1031.3,18885,5902,0.31
ANUPPUR,2005,Ragi,red yellow,6.52,44.41,56.75,1283.8,3,1,0.33
ANUPPUR,2006,Ragi,red yellow,6.52,43.03,54.69,1339.8,17848,5089,0.29
ANUPPUR,2007,Ragi,red yellow,6.52,44.02,56.31,1568.3,19,4,0.21
ANUPPUR,2008,Ragi,red yellow,6.52,43.06,56.69,1102.8,17400,5613,0.32
ANUPPUR,2009,Ragi,red yellow,6.52,44.21,52,761.1,15817,2667,0.17
ANUPPUR,2010,Ragi,red yellow,6.52,44.4,54.56,897.8,15095,3500,0.23
ANUPPUR,2011,Ragi,red yellow,6.52,43.51,58.06,1296.2,15075,4323,0.29
ANUPPUR,2012,Ragi,red yellow,6.52,45.39,55.81,1109.6,13987,6459,0.46
ANUPPUR,2013,Ragi,red yellow,6.52,45.11,62.19,1268.6,12613,6669,0.53
ANUPPUR,2014,Ragi,red yellow,6.52,45.86,60.88,1307.7,6000,4000,0.67
ANUPPUR,2015,Ragi,red yellow,6.52,44.67,59.12,770.9,13000,9000,0.69
ANUPPUR,2016,Ragi,red yellow,6.52,44,57.12,1053.4,13000,11000,0.85
ANUPPUR,2017,Ragi,red yellow,6.52,44.33,54.31,934.9,12520,11970,0.96
ANUPPUR,2018,Ragi,red yellow,6.52,43.94,52.69,927.2,7314,3906,0.53
ANUPPUR,2019,Ragi,red yellow,6.52,45.26,59.56,1475.8,8758,8451,0.96
ASHOKNAGAR,2005,Bajra,black,7.37,44.79,48.12,744.2,308,479,1.56
ASHOKNAGAR,2006,Bajra,black,7.37,44.99,50.12,661,2,3,1.5
ASHOKNAGAR,2008,Bajra,black,7.37,43.12,51.5,736,3,3,1
ASHOKNAGAR,2017,Bajra,black,7.37,46.04,45.56,849.4,7600,6560,0.86
ASHOKNAGAR,2018,Bajra,black,7.37,45.72,47.62,894.6,6,13,2.17
ASHOKNAGAR,2019,Bajra,black,7.37,46.73,55.12,1456.8,6,11,1.83
ASHOKNAGAR,2003,Barley,black,7.37,45.81,51.81,732.9,253,411,1.62
ASHOKNAGAR,2004,Barley,black,7.37,44.94,48.12,1373.9,253,401,1.58
ASHOKNAGAR,2005,Barley,black,7.37,44.79,48.12,744.2,368,750,2.04
ASHOKNAGAR,2007,Barley,black,7.37,44.04,49.69,984.1,374,754,2.02
ASHOKNAGAR,2008,Barley,black,7.37,43.12,51.5,736,374,800,2.2
ASHOKNAGAR,2009,Barley,black,7.37,44.94,48.88,753.5,658,1338,2.03
ASHOKNAGAR,2010,Barley,black,7.37,45.92,52.25,747.5,725,2048,2.82
ASHOKNAGAR,2011,Barley,black,7.37,45.94,53.94,1266.4,808,2582,3.2
ASHOKNAGAR,2012,Barley,black,7.37,45.2,48.69,822.3,681,1513,2.22
ASHOKNAGAR,2013,Barley,black,7.37,45.6,56.69,1469.5,669,1721,2.57
ASHOKNAGAR,2014,Barley,black,7.37,46.73,52.94,851.2,1000,1000,1
ASHOKNAGAR,2016,Barley,black,7.37,47.35,50.25,1064.3,600,2000,3.33
ASHOKNAGAR,2017,Barley,black,7.37,46.04,45.56,849.4,500,1110,2.22
ASHOKNAGAR,2018,Barley,black,7.37,45.72,47.62,894.6,59,156,2.64
ASHOKNAGAR,2019,Barley,black,7.37,46.73,55.12,1456.8,67,199,2.97
ASHOKNAGAR,2003,Jowar,black,7.37,45.81,51.81,732.9,10964,9928,0.91
ASHOKNAGAR,2004,Jowar,black,7.37,44.94,48.12,1373.9,8922,8455,0.95
ASHOKNAGAR,2005,Jowar,black,7.37,44.79,48.12,744.2,7572,7656,1.01
ASHOKNAGAR,2006,Jowar,black,7.37,44.99,50.12,661,5897,5727,0.97
ASHOKNAGAR,2007,Jowar,black,7.37,44.04,49.69,984.1,4945,5150,1.04
ASHOKNAGAR,2008,Jowar,black,7.37,43.12,51.5,736,3546,3895,1.1
ASHOKNAGAR,2009,Jowar,black,7.37,44.94,48.88,753.5,2027,2520,1.24
ASHOKNAGAR,2010,Jowar,black,7.37,45.92,52.25,747.5,692,838,1.21
ASHOKNAGAR,2011,Jowar,black,7.37,45.94,53.94,1266.4,159,201,1.26
ASHOKNAGAR,2012,Jowar,black,7.37,45.2,48.69,822.3,81,127,1.57
ASHOKNAGAR,2013,Jowar,black,7.37,45.6,56.69,1469.5,34,34,1
ASHOKNAGAR,2017,Jowar,black,7.37,46.04,45.56,849.4,100,180,1.8
ASHOKNAGAR,2018,Jowar,black,7.37,45.72,47.62,894.6,70,82,1.17
ASHOKNAGAR,2019,Jowar,black,7.37,46.73,55.12,1456.8,53,68,1.28
ASHOKNAGAR,2003,Maize,black,7.37,45.81,51.81,732.9,7503,13087,1.74
ASHOKNAGAR,2004,Maize,black,7.37,44.94,48.12,1373.9,7500,10170,1.36
ASHOKNAGAR,2005,Maize,black,7.37,44.79,48.12,744.2,7153,11282,1.58
ASHOKNAGAR,2006,Maize,black,7.37,44.99,50.12,661,7580,8508,1.12
ASHOKNAGAR,2007,Maize,black,7.37,44.04,49.69,984.1,7549,11188,1.48
ASHOKNAGAR,2008,Maize,black,7.37,43.12,51.5,736,7223,10200,1.41
ASHOKNAGAR,2009,Maize,black,7.37,44.94,48.88,753.5,6923,8812,1.27
ASHOKNAGAR,2010,Maize,black,7.37,45.92,52.25,747.5,6749,9787,1.45
ASHOKNAGAR,2011,Maize,black,7.37,45.94,53.94,1266.4,7222,8225,1.2
ASHOKNAGAR,2012,Maize,black,7.37,45.2,48.69,822.3,5500,14966,2.72
ASHOKNAGAR,2013,Maize,black,7.37,45.6,56.69,1469.5,4551,7299,1.6
ASHOKNAGAR,2014,Maize,black,7.37,46.73,52.94,851.2,11000,16000,1.45
ASHOKNAGAR,2015,Maize,black,7.37,45.52,53.94,896.6,6000,12000,2
ASHOKNAGAR,2016,Maize,black,7.37,47.35,50.25,1064.3,8000,12000,1.5
ASHOKNAGAR,2017,Maize,black,7.37,46.04,45.56,849.4,6320,12420,1.97
ASHOKNAGAR,2018,Maize,black,7.37,45.72,47.62,894.6,2290,6053,2.64
ASHOKNAGAR,2019,Maize,black,7.37,46.73,55.12,1456.8,1583,3553,2.24
ASHOKNAGAR,2003,Ragi,black,7.37,45.81,51.81,732.9,7,2,0.29
ASHOKNAGAR,2004,Ragi,black,7.37,44.94,48.12,1373.9,19,6,0.32
ASHOKNAGAR,2005,Ragi,black,7.37,44.79,48.12,744.2,7,3,0.43
BALAGHAT,1998,Bajra,red yellow,6.66,47.17,60.38,1654.2,100,200,2
BALAGHAT,1999,Bajra,red yellow,6.66,45.87,54.25,1770.5,3,1,0.33
BALAGHAT,2000,Bajra,red yellow,6.66,45.37,46.44,1437.8,2,2,1
BALAGHAT,2001,Bajra,red yellow,6.66,46.39,53.75,1575.4,2,1,0.5
BALAGHAT,2002,Bajra,red yellow,6.66,45.63,50.31,1237.5,5,2,0.4
BALAGHAT,2003,Bajra,red yellow,6.66,47.03,57.19,1782.3,5,3,0.6
BALAGHAT,2004,Bajra,red yellow,6.66,45.16,55.38,1001.8,4,3,0.75
BALAGHAT,2005,Bajra,red yellow,6.66,45.48,55.88,1721.2,4,3,0.75
BALAGHAT,2006,Bajra,red yellow,6.66,45.37,55.62,1137.9,11,8,0.73
BALAGHAT,2007,Bajra,red yellow,6.66,44.87,54.19,479,11,6,0.55
BALAGHAT,2008,Bajra,red yellow,6.66,44.59,54.06,1203.6,8,5,0.63
BALAGHAT,2018,Bajra,red yellow,6.66,45.52,51.62,1039.3,2,1,0.5
BALAGHAT,1999,Barley,red yellow,6.66,45.87,54.25,1770.5,3,4,1.33
BALAGHAT,2000,Barley,red yellow,6.66,45.37,46.44,1437.8,1,2,2
BALAGHAT,2002,Barley,red yellow,6.66,45.63,50.31,1237.5,1,2,2
BALAGHAT,2014,Barley,red yellow,6.66,47.19,57.88,1076,2000,3000,1.5
BALAGHAT,2017,Barley,red yellow,6.66,45.75,45.75,915.4,300,480,1.6
BALAGHAT,2019,Barley,red yellow,6.66,47.05,57.31,1378.3,1,2,2
BALAGHAT,1997,Jowar,red yellow,6.66,44.16,57.19,1824.3,300,300,1
BALAGHAT,1998,Jowar,red yellow,6.66,47.17,60.38,1654.2,200,300,1.5
BALAGHAT,1999,Jowar,red yellow,6.66,45.87,54.25,1770.5,114,159,1.39
BALAGHAT,2000,Jowar,red yellow,6.66,45.37,46.44,1437.8,89,143,1.61
BALAGHAT,2001,Jowar,red yellow,6.66,46.39,53.75,1575.4,131,183,1.4
BALAGHAT,2002,Jowar,red yellow,6.66,45.63,50.31,1237.5,92,107,1.16
BALAGHAT,2003,Jowar,red yellow,6.66,47.03,57.19,1782.3,90,125,1.39
BALAGHAT,2004,Jowar,red yellow,6.66,45.16,55.38,1001.8,165,227,1.38
BALAGHAT,2005,Jowar,red yellow,6.66,45.48,55.88,1721.2,84,114,1.36
BALAGHAT,2006,Jowar,red yellow,6.66,45.37,55.62,1137.9,65,91,1.4
BALAGHAT,2007,Jowar,red yellow,6.66,44.87,54.19,479,66,93,1.41
BALAGHAT,2008,Jowar,red yellow,6.66,44.59,54.06,1203.6,107,162,1.51
BALAGHAT,2009,Jowar,red yellow,6.66,45.73,52.62,1171,119,202,1.7
BALAGHAT,2010,Jowar,red yellow,6.66,46.19,55.75,1330.8,90,168,1.87
BALAGHAT,2011,Jowar,red yellow,6.66,44.37,56.38,1194.9,81,162,2
BALAGHAT,2012,Jowar,red yellow,6.66,46.06,54,1173.6,98,206,2.1
BALAGHAT,2013,Jowar,red yellow,6.66,46.89,59.94,1428.8,81,114,1.41
BALAGHAT,2014,Jowar,red yellow,6.66,47.19,57.88,1076,4000,8000,2
BALAGHAT,2018,Jowar,red yellow,6.66,45.52,51.62,1039.3,9,20,2.22
BALAGHAT,1997,Maize,red yellow,6.66,44.16,57.19,1824.3,4600,4400,0.96
BALAGHAT,1998,Maize,red yellow,6.66,47.17,60.38,1654.2,4500,6700,1.49
BALAGHAT,1999,Maize,red yellow,6.66,45.87,54.25,1770.5,4587,7572,1.65
BALAGHAT,2000,Maize,red yellow,6.66,45.37,46.44,1437.8,4579,7081,1.55
BALAGHAT,2001,Maize,red yellow,6.66,46.39,53.75,1575.4,4462,10377,2.33
BALAGHAT,2002,Maize,red yellow,6.66,45.63,50.31,1237.5,4446,9525,2.14
BALAGHAT,2003,Maize,red yellow,6.66,47.03,57.19,1782.3,4445,8237,1.85
BALAGHAT,2004,Maize,red yellow,6.66,45.16,55.38,1001.8,4380,7140,1.63
BALAGHAT,2005,Maize,red yellow,6.66,45.48,55.88,1721.2,4435,8108,1.83
BALAGHAT,2006,Maize,red yellow,6.66,45.37,55.62,1137.9,4358,4507,1.03
BALAGHAT,2007,Maize,red yellow,6.66,44.87,54.19,479,4365,5713,1.31
BALAGHAT,2008,Maize,red yellow,6.66,44.59,54.06,1203.6,4189,5613,1.34
BALAGHAT,2009,Maize,red yellow,6.66,45.73,52.62,1171,4242,5047,1.19
BALAGHAT,2010,Maize,red yellow,6.66,46.19,55.75,1330.8,4269,6587,1.54
BALAGHAT,2011,Maize,red yellow,6.66,44.37,56.38,1194.9,4276,5360,1.25
BALAGHAT,2012,Maize,red yellow,6.66,46.06,54,1173.6,4233,9945,2.35
BALAGHAT,2013,Maize,red yellow,6.66,46.89,59.94,1428.8,4292,7377,1.72
BALAGHAT,2014,Maize,red yellow,6.66,47.19,57.88,1076,8000,21000,2.63
BALAGHAT,2015,Maize,red yellow,6.66,46.01,58.38,1004.7,9000,18000,2
BALAGHAT,2016,Maize,red yellow,6.66,45.99,53.88,1011.3,9000,27000,3
BALAGHAT,2017,Maize,red yellow,6.66,45.75,51.38,915.4,10040,29370,2.93
BALAGHAT,2018,Maize,red yellow,6.66,45.52,51.62,1039.3,3528,7928,2.25
BALAGHAT,2019,Maize,red yellow,6.66,47.05,57.31,1378.3,2490,5656,2.27
BALAGHAT,1999,Ragi,red yellow,6.66,45.87,54.25,1770.5,494,166,0.34
BALAGHAT,2000,Ragi,red yellow,6.66,45.37,46.44,1437.8,412,110,0.27
BALAGHAT,2001,Ragi,red yellow,6.66,46.39,53.75,1575.4,384,103,0.27
BALAGHAT,2002,Ragi,red yellow,6.66,45.63,50.31,1237.5,440,118,0.27
BALAGHAT,2003,Ragi,red yellow,6.66,47.03,57.19,1782.3,469,125,0.27
BALAGHAT,2004,Ragi,red yellow,6.66,45.16,55.38,1001.8,329,88,0.27
BALAGHAT,2005,Ragi,red yellow,6.66,45.48,55.88,1721.2,415,111,0.27
BALAGHAT,2007,Ragi,red yellow,6.66,44.87,54.19,479,413,129,0.31
BALAGHAT,2008,Ragi,red yellow,6.66,44.59,54.06,1203.6,424,132,0.31
BALAGHAT,2009,Ragi,red yellow,6.66,45.73,52.62,1171,379,119,0.32
BALAGHAT,2010,Ragi,red yellow,6.66,46.19,55.75,1330.8,279,87,0.31
BALAGHAT,2011,Ragi,red yellow,6.66,44.37,56.38,1194.9,261,68,0.26
BALAGHAT,2012,Ragi,red yellow,6.66,46.06,54,1173.6,223,64,0.29
BALAGHAT,2013,Ragi,red yellow,6.66,46.89,59.94,1428.8,220,67,0.3
BALAGHAT,1999,Ragi,red yellow,6.66,45.87,54.25,1770.5,26,7,0.27
BALAGHAT,2000,Ragi,red yellow,6.66,45.37,46.44,1437.8,26,5,0.19
BALAGHAT,2001,Ragi,red yellow,6.66,46.39,53.75,1575.4,23,6,0.26
BALAGHAT,2002,Ragi,red yellow,6.66,45.63,50.31,1237.5,38,9,0.24
BALAGHAT,2003,Ragi,red yellow,6.66,47.03,57.19,1782.3,21,5,0.24
BALAGHAT,1997,Ragi,red yellow,6.66,44.16,57.19,1824.3,13700,6300,0.46
BALAGHAT,1998,Ragi,red yellow,6.66,47.17,60.38,1654.2,13400,5700,0.43
BALAGHAT,2000,Ragi,red yellow,6.66,45.37,46.44,1437.8,13261,4850,0.37
BALAGHAT,2001,Ragi,red yellow,6.66,46.39,53.75,1575.4,13023,4914,0.38
BALAGHAT,2002,Ragi,red yellow,6.66,45.63,50.31,1237.5,12766,5084,0.4
BALAGHAT,2003,Ragi,red yellow,6.66,47.03,57.19,1782.3,12650,5477,0.43
BALAGHAT,2004,Ragi,red yellow,6.66,45.16,55.38,1001.8,12597,4816,0.38
BALAGHAT,2005,Ragi,red yellow,6.66,45.48,55.88,1721.2,89,33,0.37
BALAGHAT,2006,Ragi,red yellow,6.66,45.37,55.62,1137.9,12527,5154,0.41
BALAGHAT,2008,Ragi,red yellow,6.66,44.59,54.19,1203.6,12168,5131,0.42
BALAGHAT,2009,Ragi,red yellow,6.66,45.73,54.06,1171,11770,5547,0.47
BALAGHAT,2010,Ragi,red yellow,6.66,46.19,52.62,1330.8,10489,6173,0.59
BALAGHAT,2011,Ragi,red yellow,6.66,44.37,55.75,1194.9,10249,5866,0.57
BALAGHAT,2012,Ragi,red yellow,6.66,46.06,56.38,1173.6,10618,4652,0.44
BALAGHAT,2013,Ragi,red yellow,6.66,46.89,54,1428.8,9758,5014,0.52
BALAGHAT,2014,Ragi,red yellow,6.66,47.19,59.94,1076,3000,2000,0.67
BALAGHAT,2015,Ragi,red yellow,6.66,46.01,57.88,1004.7,3000,2000,0.67
BALAGHAT,2016,Ragi,red yellow,6.66,45.99,58.38,1011.3,2000,2000,1
BALAGHAT,2017,Ragi,red yellow,6.66,45.75,53.88,915.4,500,620,1.24
BALAGHAT,2018,Ragi,red yellow,6.66,45.52,51.38,1039.3,3716,2824,0.76
BALAGHAT,2019,Ragi,red yellow,6.66,47.05,51.62,1378.3,3513,2853,0.81
BARWANI,1998,Bajra,black,7.21,46.28,54.56,703.2,10800,4200,0.39
BARWANI,1999,Bajra,black,7.21,45.01,50.75,592.3,10237,2260,0.22
BARWANI,2000,Bajra,black,7.21,45.19,42.69,505.7,10070,3014,0.3
BARWANI,2001,Bajra,black,7.21,45.51,45.81,552.7,9830,3391,0.34
BARWANI,2002,Bajra,black,7.21,47.21,46.25,704.4,9914,2456,0.25
BARWANI,2003,Bajra,black,7.21,44.99,55.44,854.3,10062,4110,0.41
BARWANI,2004,Bajra,black,7.21,44.51,51.75,485.9,10229,3638,0.36
BARWANI,2005,Bajra,black,7.21,45.05,50.56,703.2,9922,3405,0.34
