DISTRICT,YEAR,MILLETS,SOIL,PH,TEMPERATURE,HUMIDITY,RAINFALL,Area(Hectare),Production(Tonnes),Yield(Tonnes/Hectare)
DANTEWADA,2004,Ragi,red loamy,5.17,43.14,69,1270.9,720,152,0.21
DANTEWADA,2006,Ragi,red loamy,5.17,41.86,68.12,1550.2,412,136,0.33
DANTEWADA,2007,Ragi,red loamy,5.17,43.57,65.38,1191.4,476,115,0.24
DANTEWADA,2008,Ragi,red loamy,5.17,43.26,66.12,1180.6,394,78,0.2
DANTEWADA,2009,Ragi,red loamy,5.17,43.39,62.06,1513,413,73,0.18
DANTEWADA,2010,Ragi,red loamy,5.17,43.32,66.94,1212.5,426,117,0.27
DANTEWADA,2011,Ragi,red loamy,5.17,41.29,66.56,1417.7,255,48,0.19
DANTEWADA,2012,Ragi,red loamy,5.17,43.62,64.5,1528.8,274,81,0.3
DANTEWADA,2013,Ragi,red loamy,5.17,44.11,68.62,1607.6,331,81,0.24
DANTEWADA,2014,Ragi,red loamy,5.17,42.37,67.12,910.4,302,70,0.23
DANTEWADA,2015,Ragi,red loamy,5.17,44.25,67,985.4,341,47,0.14
DANTEWADA,2016,Ragi,red loamy,5.17,43.35,65.75,1391.6,318,65,0.2
DANTEWADA,2017,Ragi,red loamy,5.17,43.88,64.75,1264.2,241,19,0.08
DANTEWADA,2018,Ragi,red loamy,5.17,41.63,64.69,1196.9,309,60,0.19
DANTEWADA,2019,Ragi,red loamy,5.17,43.83,66.31,1779.9,232,58,0.25
DANTEWADA,1998,Ragi,red loamy,5.17,45.9,67.06,1168.6,55900,16000,0.29
DANTEWADA,2000,Ragi,red loamy,5.17,44.15,61.81,1097.7,59890,8230,0.14
DANTEWADA,2001,Ragi,red loamy,5.17,44.05,64.12,1499.5,57635,11692,0.2
DANTEWADA,2002,Ragi,red loamy,5.17,45.8,60.69,1963.6,54055,6638,0.12
DANTEWADA,2003,Ragi,red loamy,5.17,46.28,63.56,1355,53487,12287,0.23
DANTEWADA,2004,Ragi,red loamy,5.17,43.14,69,1270.9,52852,8836,0.17
DANTEWADA,2005,Ragi,red loamy,5.17,44.26,67,1927.2,52533,6711,0.13
DANTEWADA,2006,Ragi,red loamy,5.17,41.86,68.12,1550.2,44059,6654,0.15
DANTEWADA,2007,Ragi,red loamy,5.17,43.57,65.38,1191.4,44955,11532,0.26
DANTEWADA,2008,Ragi,red loamy,5.17,43.26,66.12,1180.6,44226,6173,0.14
DANTEWADA,2009,Ragi,red loamy,5.17,43.39,62.06,1513,43551,4644,0.11
DANTEWADA,2010,Ragi,red loamy,5.17,43.32,66.94,1212.5,42971,9144,0.21
DANTEWADA,2011,Ragi,red loamy,5.17,41.29,66.56,1417.7,26441,5767,0.22
DANTEWADA,2012,Ragi,red loamy,5.17,43.62,64.5,1528.8,25259,5617,0.22
DANTEWADA,2013,Ragi,red loamy,5.17,44.11,68.62,1607.6,24213,4685,0.19
DANTEWADA,2014,Ragi,red loamy,5.17,42.37,67.12,910.4,23662,3593,0.15
DANTEWADA,2015,Ragi,red loamy,5.17,44.25,67,985.4,21666,2129,0.1
DANTEWADA,2016,Ragi,red loamy,5.17,43.35,65.75,1391.6,20579,4044,0.2
DANTEWADA,2017,Ragi,red loamy,5.17,43.88,64.75,1264.2,19652,3333,0.17
DANTEWADA,2018,Ragi,red loamy,5.17,41.63,64.69,1196.9,19473,5718,0.29
DANTEWADA,2019,Ragi,red loamy,5.17,43.83,66.31,1779.9,14733,3985,0.27
DHAMTARI,1998,Jowar,red yellow,6.2,47.01,62.19,922.9,100,100,1
DHAMTARI,2000,Jowar,red yellow,6.2,44.95,55.62,868.7,91,62,0.68
DHAMTARI,2001,Jowar,red yellow,6.2,45.15,60.06,1290.9,80,75,0.94
DHAMTARI,2002,Jowar,red yellow,6.2,46.24,55.25,957.9,71,59,0.83
DHAMTARI,2003,Jowar,red yellow,6.2,46.72,59.56,1581.5,71,80,1.13
DHAMTARI,2004,Jowar,red yellow,6.2,43.98,65,1007.4,60,39,0.65
DHAMTARI,2005,Jowar,red yellow,6.2,45.35,61.75,1141.8,48,43,0.9
DHAMTARI,2006,Jowar,red yellow,6.2,44.06,64.12,1168.5,46,42,0.91
DHAMTARI,2007,Jowar,red yellow,6.2,44.45,61.56,1200.9,43,44,1.02
DHAMTARI,2008,Jowar,red yellow,6.2,44.26,63,1296.5,45,68,1.51
DHAMTARI,2009,Jowar,red yellow,6.2,44.9,57.5,983.9,57,151,2.65
DHAMTARI,2010,Jowar,red yellow,6.2,45.72,61.31,1341.7,20,32,1.6
DHAMTARI,2011,Jowar,red yellow,6.2,42.77,65.25,1129.6,30,26,0.87
DHAMTARI,2012,Jowar,red yellow,6.2,45.92,62.19,1096.3,30,23,0.77
DHAMTARI,2013,Jowar,red yellow,6.2,46.67,66.06,1436.2,24,16,0.67
DHAMTARI,2014,Jowar,red yellow,6.2,45.23,65,1254.6,64,58,0.91
DHAMTARI,2015,Jowar,red yellow,6.2,45.77,64.44,873.7,5,7,1.4
DHAMTARI,2019,Jowar,red yellow,6.2,44.21,63,1236.1,7,9,1.29
DHAMTARI,1998,Maize,red yellow,6.2,47.01,62.19,922.9,100,100,1
DHAMTARI,1999,Maize,red yellow,6.2,45.65,58.75,899.5,97,154,1.59
DHAMTARI,2000,Maize,red yellow,6.2,44.95,55.62,868.7,109,99,0.91
DHAMTARI,2001,Maize,red yellow,6.2,45.15,60.06,1290.9,125,82,0.66
DHAMTARI,2002,Maize,red yellow,6.2,46.24,55.25,957.9,156,157,1.01
DHAMTARI,2003,Maize,red yellow,6.2,46.72,59.56,1581.5,256,320,1.25
DHAMTARI,2004,Maize,red yellow,6.2,43.98,65,1007.4,287,418,1.46
DHAMTARI,2005,Maize,red yellow,6.2,45.35,61.75,1141.8,291,307,1.05
DHAMTARI,2006,Maize,red yellow,6.2,44.06,64.12,1168.5,190,206,1.08
DHAMTARI,2007,Maize,red yellow,6.2,44.45,61.56,1200.9,191,240,1.26
DHAMTARI,2008,Maize,red yellow,6.2,44.26,63,1296.5,206,236,1.15
DHAMTARI,2009,Maize,red yellow,6.2,44.9,57.5,983.9,375,925,2.47
DHAMTARI,2010,Maize,red yellow,6.2,45.72,61.31,1341.7,259,653,2.52
DHAMTARI,2011,Maize,red yellow,6.2,42.77,65.25,1129.6,1073,2430,2.26
DHAMTARI,2012,Maize,red yellow,6.2,45.92,62.19,1096.3,1487,4011,2.7
DHAMTARI,2013,Maize,red yellow,6.2,46.67,66.06,1436.2,2074,6090,2.94
DHAMTARI,2014,Maize,red yellow,6.2,45.23,65,1254.6,4962,13066,2.63
DHAMTARI,2015,Maize,red yellow,6.2,45.77,64.44,873.7,2976,7758,2.61
DHAMTARI,2016,Maize,red yellow,6.2,44.52,60.62,1224.3,2761,8873,3.21
DHAMTARI,2017,Maize,red yellow,6.2,45.62,60.94,892.1,1729,5784,3.35
DHAMTARI,2018,Maize,red yellow,6.2,44.43,60.44,1250,1122,3476,3.1
DHAMTARI,2019,Maize,red yellow,6.2,44.21,63,1236.1,774,3167,4.09
DHAMTARI,1999,Ragi,red yellow,6.2,45.65,58.75,899.5,308,97,0.31
DHAMTARI,2000,Ragi,red yellow,6.2,44.95,55.62,868.7,315,71,0.23
DHAMTARI,2001,Ragi,red yellow,6.2,45.15,60.06,1290.9,312,111,0.36
DHAMTARI,2002,Ragi,red yellow,6.2,46.24,55.25,957.9,290,58,0.2
DHAMTARI,2003,Ragi,red yellow,6.2,46.72,59.56,1581.5,304,108,0.36
DHAMTARI,2004,Ragi,red yellow,6.2,43.98,65,1007.4,284,86,0.3
DHAMTARI,2006,Ragi,red yellow,6.2,44.06,64.12,1168.5,240,72,0.3
DHAMTARI,2007,Ragi,red yellow,6.2,44.45,61.56,1200.9,242,74,0.31
DHAMTARI,2008,Ragi,red yellow,6.2,44.26,63,1296.5,178,54,0.3
DHAMTARI,2009,Ragi,red yellow,6.2,44.9,57.5,983.9,180,55,0.31
DHAMTARI,2010,Ragi,red yellow,6.2,45.72,61.31,1341.7,58,17,0.29
DHAMTARI,2011,Ragi,red yellow,6.2,42.77,65.25,1129.6,70,22,0.31
DHAMTARI,2012,Ragi,red yellow,6.2,45.92,62.19,1096.3,82,25,0.3
DHAMTARI,2013,Ragi,red yellow,6.2,46.67,66.06,1436.2,100,31,0.31
DHAMTARI,2014,Ragi,red yellow,6.2,45.23,65,1254.6,143,44,0.31
DHAMTARI,2015,Ragi,red yellow,6.2,45.77,64.44,873.7,167,48,0.29
DHAMTARI,2016,Ragi,red yellow,6.2,44.52,60.62,1224.3,134,38,0.28
DHAMTARI,2017,Ragi,red yellow,6.2,45.62,60.94,892.1,180,42,0.23
DHAMTARI,2018,Ragi,red yellow,6.2,44.43,60.44,1250,99,23,0.23
DHAMTARI,2019,Ragi,red yellow,6.2,44.21,63,1236.1,41,12,0.29
DHAMTARI,1998,Ragi,red yellow,6.2,47.01,62.19,922.9,600,100,0.17
DHAMTARI,2000,Ragi,red yellow,6.2,44.95,55.62,868.7,366,13,0.04
DHAMTARI,2001,Ragi,red yellow,6.2,45.15,60.06,1290.9,374,57,0.15
DHAMTARI,2002,Ragi,red yellow,6.2,46.24,55.25,957.9,168,11,0.07
DHAMTARI,2003,Ragi,red yellow,6.2,46.72,59.56,1581.5,156,29,0.19
DHAMTARI,2004,Ragi,red yellow,6.2,43.98,65,1007.4,107,99,0.93
DHAMTARI,2005,Ragi,red yellow,6.2,45.35,61.75,1141.8,345,85,0.25
DHAMTARI,2006,Ragi,red yellow,6.2,44.06,64.12,1168.5,81,12,0.15
DHAMTARI,2007,Ragi,red yellow,6.2,44.45,61.56,1200.9,82,13,0.16
DHAMTARI,2008,Ragi,red yellow,6.2,44.26,63,1296.5,88,11,0.13
DHAMTARI,2009,Ragi,red yellow,6.2,44.9,57.5,983.9,75,9,0.12
DHAMTARI,2010,Ragi,red yellow,6.2,45.72,61.31,1341.7,68,11,0.16
DHAMTARI,2011,Ragi,red yellow,6.2,42.77,65.25,1129.6,56,7,0.13
DHAMTARI,2012,Ragi,red yellow,6.2,45.92,62.19,1096.3,33,5,0.15
DHAMTARI,2013,Ragi,red yellow,6.2,46.67,66.06,1436.2,27,4,0.15
DHAMTARI,2014,Ragi,red yellow,6.2,45.23,65,1254.6,58,9,0.16
DHAMTARI,2015,Ragi,red yellow,6.2,45.77,64.44,873.7,24,3,0.13
DHAMTARI,2016,Ragi,red yellow,6.2,44.52,60.62,1224.3,51,10,0.2
DHAMTARI,2017,Ragi,red yellow,6.2,45.62,60.94,892.1,6,1,0.17
DHAMTARI,2018,Ragi,red yellow,6.2,44.43,60.44,1250,13,3,0.23
DHAMTARI,2019,Ragi,red yellow,6.2,44.21,63,1236.1,4,1,0.25
DURG,2000,Bajra,red yellow,6.6,46.23,53.06,1262.5,17,6,0.35
DURG,2001,Bajra,red yellow,6.6,46.65,58.5,1411.9,6,3,0.5
DURG,2017,Bajra,red yellow,6.6,46.62,59.31,705.8,15,5,0.33
DURG,2019,Bajra,red yellow,6.6,45.39,61.25,932.5,1,1,1
DURG,2000,Barley,red yellow,6.6,46.23,53.06,1262.5,4,2,0.5
DURG,2001,Barley,red yellow,6.6,46.65,58.5,1411.9,12,7,0.58
DURG,2002,Barley,red yellow,6.6,47.19,53.69,1013.2,14,8,0.57
DURG,2003,Barley,red yellow,6.6,47.75,58.81,1724.2,16,16,1
DURG,2004,Barley,red yellow,6.6,45.19,62.69,1018.6,3,3,1
DURG,2005,Barley,red yellow,6.6,46.43,59.88,1197.8,3,3,1
DURG,2006,Barley,red yellow,6.6,45.47,62.19,915.1,59,30,0.51
DURG,2007,Barley,red yellow,6.6,45.47,59.81,1018.7,63,72,1.14
DURG,2008,Barley,red yellow,6.6,45.1,61.12,1050.1,53,53,1
DURG,2009,Barley,red yellow,6.6,46.28,55.81,885.4,48,12,0.25
DURG,2010,Barley,red yellow,6.6,47.33,59.12,1219.7,61,37,0.61
DURG,2011,Barley,red yellow,6.6,44.7,63.94,1129.6,13,11,0.85
DURG,2012,Barley,red yellow,6.6,47.26,60.75,1154.4,110,60,0.55
DURG,2013,Barley,red yellow,6.6,47.54,64.69,1330.5,16,43,2.69
DURG,2014,Barley,red yellow,6.6,46.89,63.75,1057.5,5,7,1.4
DURG,2019,Barley,red yellow,6.6,45.39,61.25,932.5,34,15,0.44
DURG,1997,Jowar,red yellow,6.6,45.87,58.81,1379.3,200,200,1
DURG,1998,Jowar,red yellow,6.6,48.38,61.06,1242.7,100,100,1
DURG,2000,Jowar,red yellow,6.6,46.23,53.06,1262.5,219,115,0.53
DURG,2001,Jowar,red yellow,6.6,46.65,58.5,1411.9,107,97,0.91
DURG,2002,Jowar,red yellow,6.6,47.19,53.69,1013.2,97,108,1.11
DURG,2003,Jowar,red yellow,6.6,47.75,58.81,1724.2,33,30,0.91
DURG,2004,Jowar,red yellow,6.6,45.19,62.69,1018.6,44,16,0.36
DURG,2005,Jowar,red yellow,6.6,46.43,59.88,1197.8,67,50,0.75
DURG,2006,Jowar,red yellow,6.6,45.47,62.19,915.1,109,105,0.96
DURG,2007,Jowar,red yellow,6.6,45.47,59.81,1018.7,46,45,0.98
DURG,2008,Jowar,red yellow,6.6,45.1,61.12,1050.1,46,67,1.46
DURG,2009,Jowar,red yellow,6.6,46.28,55.81,885.4,33,41,1.24
DURG,2010,Jowar,red yellow,6.6,47.33,59.12,1219.7,50,76,1.52
DURG,2012,Jowar,red yellow,6.6,47.26,60.75,1154.4,8,5,0.63
DURG,2015,Jowar,red yellow,6.6,46.61,62.12,846,10,6,0.6
DURG,2016,Jowar,red yellow,6.6,45.49,58.75,1088.9,23,53,2.3
DURG,2017,Jowar,red yellow,6.6,46.62,59.31,705.8,18,22,1.22
DURG,2018,Jowar,red yellow,6.6,45.76,58.81,865.8,26,10,0.38
DURG,2019,Jowar,red yellow,6.6,45.39,61.25,932.5,14,6,0.43
DURG,1997,Maize,red yellow,6.6,45.87,58.81,1379.3,100,100,1
DURG,1998,Maize,red yellow,6.6,48.38,61.06,1242.7,100,100,1
DURG,1999,Maize,red yellow,6.6,46.83,57.06,1345.4,184,223,1.21
DURG,2000,Maize,red yellow,6.6,46.23,53.06,1262.5,281,254,0.9
DURG,2001,Maize,red yellow,6.6,46.65,58.5,1411.9,327,185,0.57
DURG,2002,Maize,red yellow,6.6,47.19,53.69,1013.2,273,249,0.91
DURG,2003,Maize,red yellow,6.6,47.75,58.81,1724.2,286,290,1.01
DURG,2004,Maize,red yellow,6.6,45.19,62.69,1018.6,219,267,1.22
DURG,2005,Maize,red yellow,6.6,46.43,59.88,1197.8,276,249,0.9
DURG,2006,Maize,red yellow,6.6,45.47,62.19,915.1,329,332,1.01
DURG,2007,Maize,red yellow,6.6,45.47,59.81,1018.7,310,369,1.19
DURG,2008,Maize,red yellow,6.6,45.1,61.12,1050.1,257,271,1.05
DURG,2009,Maize,red yellow,6.6,46.28,55.81,885.4,300,245,0.82
DURG,2010,Maize,red yellow,6.6,47.33,59.12,1219.7,330,485,1.47
DURG,2011,Maize,red yellow,6.6,44.7,63.94,1129.6,148,176,1.19
DURG,2012,Maize,red yellow,6.6,47.26,60.75,1154.4,120,186,1.55
DURG,2013,Maize,red yellow,6.6,47.54,64.69,1330.5,184,202,1.1
DURG,2014,Maize,red yellow,6.6,46.89,63.75,1057.5,485,591,1.22
DURG,2015,Maize,red yellow,6.6,46.61,62.12,846,180,281,1.56
DURG,2016,Maize,red yellow,6.6,45.49,58.75,1088.9,197,412,2.09
DURG,2017,Maize,red yellow,6.6,46.62,59.31,705.8,449,837,1.86
DURG,2018,Maize,red yellow,6.6,45.76,58.81,865.8,547,862,1.58
DURG,2019,Maize,red yellow,6.6,45.39,61.25,932.5,677,1529,2.26
DURG,1999,Ragi,red yellow,6.6,46.83,57.06,1345.4,38,10,0.26
DURG,2000,Ragi,red yellow,6.6,46.23,53.06,1262.5,44,9,0.2
DURG,2001,Ragi,red yellow,6.6,46.65,58.5,1411.9,16,4,0.25
DURG,2002,Ragi,red yellow,6.6,47.19,53.69,1013.2,15,4,0.27
DURG,2003,Ragi,red yellow,6.6,47.75,58.81,1724.2,19,6,0.32
DURG,2004,Ragi,red yellow,6.6,45.19,62.69,1018.6,20,5,0.25
DURG,2006,Ragi,red yellow,6.6,45.47,62.19,915.1,13,4,0.31
DURG,2007,Ragi,red yellow,6.6,45.47,59.81,1018.7,8,2,0.25
DURG,2008,Ragi,red yellow,6.6,45.1,61.12,1050.1,21,6,0.29
DURG,2009,Ragi,red yellow,6.6,46.28,55.81,885.4,5,1,0.2
DURG,1997,Ragi,red yellow,6.6,45.87,58.81,1379.3,17900,3100,0.17
DURG,1998,Ragi,red yellow,6.6,48.38,61.06,1242.7,16800,3200,0.19
DURG,2000,Ragi,red yellow,6.6,46.23,53.06,1262.5,15903,1337,0.08
DURG,2001,Ragi,red yellow,6.6,46.65,58.5,1411.9,15523,3280,0.21
DURG,2002,Ragi,red yellow,6.6,47.19,53.69,1013.2,13879,1719,0.12
DURG,2003,Ragi,red yellow,6.6,47.75,58.81,1724.2,13727,3289,0.24
DURG,2004,Ragi,red yellow,6.6,45.19,62.69,1018.6,12540,2341,0.19
DURG,2005,Ragi,red yellow,6.6,46.43,59.88,1197.8,7505,1283,0.17
DURG,2006,Ragi,red yellow,6.6,45.47,62.19,915.1,7134,1301,0.18
DURG,2007,Ragi,red yellow,6.6,45.47,59.81,1018.7,4950,1209,0.24
DURG,2008,Ragi,red yellow,6.6,45.1,61.12,1050.1,4099,605,0.15
DURG,2009,Ragi,red yellow,6.6,46.28,55.81,885.4,3340,485,0.15
DURG,2010,Ragi,red yellow,6.6,47.33,59.12,1219.7,2547,493,0.19
DURG,2011,Ragi,red yellow,6.6,44.7,63.94,1129.6,84,11,0.13
DURG,2012,Ragi,red yellow,6.6,47.26,60.75,1154.4,43,8,0.19
DURG,2013,Ragi,red yellow,6.6,47.54,64.69,1330.5,58,7,0.12
DURG,2014,Ragi,red yellow,6.6,46.89,63.75,1057.5,31,6,0.19
DURG,2015,Ragi,red yellow,6.6,46.61,62.12,846,91,13,0.14
DURG,2016,Ragi,red yellow,6.6,45.49,58.75,1088.9,160,26,0.16
DURG,2017,Ragi,red yellow,6.6,46.62,59.31,705.8,854,182,0.21
DURG,2018,Ragi,red yellow,6.6,45.76,58.81,865.8,3,1,0.33
DURG,2019,Ragi,red yellow,6.6,45.39,61.25,932.5,765,2,0
GARIYABAND,2011,Bajra,red yellow,6.55,43.16,65.19,1223.5,6,5,0.83
GARIYABAND,2012,Bajra,red yellow,6.55,45.56,62.56,1283.1,6,5,0.83
GARIYABAND,2011,Jowar,red yellow,6.55,43.16,65.19,1223.5,87,67,0.77
GARIYABAND,2012,Jowar,red yellow,6.55,45.56,62.56,1283.1,87,61,0.7
GARIYABAND,2013,Jowar,red yellow,6.55,46.76,66.38,1358.8,27,16,0.59
GARIYABAND,2014,Jowar,red yellow,6.55,45.12,65.31,1245.3,5,4,0.8
GARIYABAND,2016,Jowar,red yellow,6.55,44.91,61.31,1117.9,1,1,1
GARIYABAND,2017,Jowar,red yellow,6.55,45.75,61.12,991.1,14,14,1
GARIYABAND,2018,Jowar,red yellow,6.55,44.57,60.56,1149.4,14,14,1
GARIYABAND,2019,Jowar,red yellow,6.55,44.62,63.44,1288.9,21,30,1.43
GARIYABAND,2011,Maize,red yellow,6.55,43.16,65.19,1223.5,709,771,1.09
GARIYABAND,2012,Maize,red yellow,6.55,45.56,62.56,1283.1,8314,12384,1.49
GARIYABAND,2013,Maize,red yellow,6.55,46.76,66.38,1358.8,10519,15934,1.51
GARIYABAND,2014,Maize,red yellow,6.55,45.12,65.31,1245.3,9023,15314,1.7
GARIYABAND,2015,Maize,red yellow,6.55,45.87,64.44,865.1,7518,11388,1.51
GARIYABAND,2016,Maize,red yellow,6.55,44.91,61.31,1117.9,3788,8252,2.18
GARIYABAND,2017,Maize,red yellow,6.55,45.75,61.12,991.1,3753,6688,1.78
GARIYABAND,2018,Maize,red yellow,6.55,44.57,60.56,1149.4,6345,13327,2.1
GARIYABAND,2019,Maize,red yellow,6.55,44.62,63.44,1288.9,8856,24304,2.74
GARIYABAND,2011,Ragi,red yellow,6.55,43.16,65.19,1223.5,460,140,0.3
GARIYABAND,2012,Ragi,red yellow,6.55,45.56,62.56,1283.1,253,77,0.3
GARIYABAND,2013,Ragi,red yellow,6.55,46.76,66.38,1358.8,71,22,0.31
GARIYABAND,2014,Ragi,red yellow,6.55,45.12,65.31,1245.3,55,7,0.13
GARIYABAND,2015,Ragi,red yellow,6.55,45.87,64.44,865.1,15,2,0.13
GARIYABAND,2016,Ragi,red yellow,6.55,44.91,61.31,1117.9,34,5,0.15
GARIYABAND,2017,Ragi,red yellow,6.55,45.75,61.12,991.1,12,2,0.17
GARIYABAND,2018,Ragi,red yellow,6.55,44.57,60.56,1149.4,12,2,0.17
GARIYABAND,2019,Ragi,red yellow,6.55,44.62,63.44,1288.9,4,1,0.25
GARIYABAND,2011,Ragi,red yellow,6.55,43.16,65.19,1223.5,3511,525,0.15
GARIYABAND,2012,Ragi,red yellow,6.55,45.56,62.56,1283.1,1722,442,0.26
GARIYABAND,2013,Ragi,red yellow,6.55,46.76,66.38,1358.8,460,67,0.15
GARIYABAND,2014,Ragi,red yellow,6.55,45.12,65.31,1245.3,391,59,0.15
GARIYABAND,2015,Ragi,red yellow,6.55,45.87,64.44,865.1,345,50,0.14
GARIYABAND,2016,Ragi,red yellow,6.55,44.91,61.31,1117.9,198,41,0.21
GARIYABAND,2017,Ragi,red yellow,6.55,45.75,61.12,991.1,130,18,0.14
GARIYABAND,2018,Ragi,red yellow,6.55,44.57,60.56,1149.4,130,32,0.25
GARIYABAND,2019,Ragi,red yellow,6.55,44.62,63.44,1288.9,149,35,0.23
JANJGIR-CHAMPA,2001,Jowar,red yellow,7.2,46.87,57.31,1497.4,3,2,0.67
JANJGIR-CHAMPA,2004,Jowar,red yellow,7.2,45.64,63.75,1192.8,1,1,1
JANJGIR-CHAMPA,2007,Jowar,red yellow,7.2,46.08,59.75,1125.2,2,1,0.5
JANJGIR-CHAMPA,2008,Jowar,red yellow,7.2,45.8,62.25,1040.1,1,1,1
JANJGIR-CHAMPA,2009,Jowar,red yellow,7.2,46.49,55.88,1033.4,1,,0
JANJGIR-CHAMPA,1998,Maize,red yellow,7.2,48.67,64.69,1352.8,400,400,1
JANJGIR-CHAMPA,1999,Maize,red yellow,7.2,47.54,56.94,1520.5,367,633,1.72
JANJGIR-CHAMPA,2000,Maize,red yellow,7.2,46.34,51.5,1388.6,383,486,1.27
JANJGIR-CHAMPA,2001,Maize,red yellow,7.2,46.87,57.31,1497.4,379,286,0.75
JANJGIR-CHAMPA,2002,Maize,red yellow,7.2,47.85,54.38,1323.8,379,619,1.63
JANJGIR-CHAMPA,2003,Maize,red yellow,7.2,48.64,58.12,1685.3,413,426,1.03
JANJGIR-CHAMPA,2004,Maize,red yellow,7.2,45.64,63.75,1192.8,380,500,1.32
JANJGIR-CHAMPA,2005,Maize,red yellow,7.2,47.19,59.5,1324.7,419,503,1.2
JANJGIR-CHAMPA,2006,Maize,red yellow,7.2,45.58,60.94,1078,431,567,1.32
JANJGIR-CHAMPA,2007,Maize,red yellow,7.2,46.08,59.75,1125.2,444,643,1.45
JANJGIR-CHAMPA,2008,Maize,red yellow,7.2,45.8,62.25,1040.1,433,574,1.33
JANJGIR-CHAMPA,2009,Maize,red yellow,7.2,46.49,55.88,1033.4,541,876,1.62
JANJGIR-CHAMPA,2010,Maize,red yellow,7.2,47.76,56.25,1053.8,396,687,1.73
JANJGIR-CHAMPA,2011,Maize,red yellow,7.2,45.57,62.12,1020.1,338,464,1.37
JANJGIR-CHAMPA,2012,Maize,red yellow,7.2,47.76,60.94,1153.5,351,645,1.84
JANJGIR-CHAMPA,2013,Maize,red yellow,7.2,48.22,64.81,1282.6,364,819,2.25
JANJGIR-CHAMPA,2014,Maize,red yellow,7.2,47.28,64.31,1273.7,387,704,1.82
JANJGIR-CHAMPA,2015,Maize,red yellow,7.2,47.72,61.38,987.6,334,748,2.24
JANJGIR-CHAMPA,2016,Maize,red yellow,7.2,46.29,58.81,1197,296,817,2.76
JANJGIR-CHAMPA,2017,Maize,red yellow,7.2,47.43,58.62,925.8,280,805,2.88
JANJGIR-CHAMPA,2018,Maize,red yellow,7.2,45.77,56.62,987.3,315,758,2.41
JANJGIR-CHAMPA,2019,Maize,red yellow,7.2,46.98,59.69,1108.9,403,1054,2.62
JANJGIR-CHAMPA,2000,Ragi,red yellow,7.2,46.34,51.5,1388.6,67,14,0.21
JANJGIR-CHAMPA,2001,Ragi,red yellow,7.2,46.87,57.31,1497.4,48,14,0.29
JANJGIR-CHAMPA,2002,Ragi,red yellow,7.2,47.85,54.38,1323.8,32,8,0.25
JANJGIR-CHAMPA,2003,Ragi,red yellow,7.2,48.64,58.12,1685.3,41,15,0.37
JANJGIR-CHAMPA,2004,Ragi,red yellow,7.2,45.64,63.75,1192.8,30,8,0.27
JANJGIR-CHAMPA,2005,Ragi,red yellow,7.2,47.19,59.5,1324.7,30,7,0.23
JANJGIR-CHAMPA,2006,Ragi,red yellow,7.2,45.58,60.94,1078,27,7,0.26
JANJGIR-CHAMPA,2007,Ragi,red yellow,7.2,46.08,59.75,1125.2,25,9,0.36
JANJGIR-CHAMPA,2008,Ragi,red yellow,7.2,45.8,62.25,1040.1,18,5,0.28
JANJGIR-CHAMPA,2009,Ragi,red yellow,7.2,46.49,55.88,1033.4,13,4,0.31
JANJGIR-CHAMPA,2010,Ragi,red yellow,7.2,47.76,56.25,1053.8,21,6,0.29
JANJGIR-CHAMPA,2011,Ragi,red yellow,7.2,45.57,62.12,1020.1,16,5,0.31
JANJGIR-CHAMPA,2012,Ragi,red yellow,7.2,47.76,60.94,1153.5,9,3,0.33
JANJGIR-CHAMPA,2013,Ragi,red yellow,7.2,48.22,64.81,1282.6,12,4,0.33
JANJGIR-CHAMPA,2014,Ragi,red yellow,7.2,47.28,64.31,1273.7,11,2,0.18
JANJGIR-CHAMPA,2015,Ragi,red yellow,7.2,47.72,61.38,987.6,8231,1488,0.18
JANJGIR-CHAMPA,2016,Ragi,red yellow,7.2,46.29,58.81,1197,28,5,0.18
JANJGIR-CHAMPA,2017,Ragi,red yellow,7.2,47.43,58.62,925.8,158,16,0.1
JASHPUR,2000,Bajra,red yellow,5.83,42.63,57.31,1671.7,22,8,0.36
JASHPUR,2001,Bajra,red yellow,5.83,43.35,59.38,1743.6,28,11,0.39
JASHPUR,2002,Bajra,red yellow,5.83,44.09,58.31,1366.3,14,6,0.43
JASHPUR,2003,Bajra,red yellow,5.83,43.71,62,1827.3,28,10,0.36
JASHPUR,2004,Bajra,red yellow,5.83,42.87,64.56,1154.9,12,4,0.33
JASHPUR,2005,Bajra,red yellow,5.83,43.62,59.44,1223.9,17,6,0.35
JASHPUR,2006,Bajra,red yellow,5.83,42.68,62.38,1064.9,28,9,0.32
JASHPUR,2007,Bajra,red yellow,5.83,43.35,64.44,1299.5,23,10,0.43
JASHPUR,2008,Bajra,red yellow,5.83,42.37,64.38,1390.3,25,10,0.4
JASHPUR,2009,Bajra,red yellow,5.83,43.54,58.69,1087.7,24,9,0.38
JASHPUR,2010,Bajra,red yellow,5.83,43.59,58.5,1055.4,21,7,0.33
JASHPUR,2011,Bajra,red yellow,5.83,41.65,63.06,1052.5,12,5,0.42
JASHPUR,2012,Bajra,red yellow,5.83,43.8,61.88,953.2,15,6,0.4
JASHPUR,2013,Bajra,red yellow,5.83,43.8,65.75,898.5,33,13,0.39
JASHPUR,2014,Bajra,red yellow,5.83,42.34,64.56,792.1,22,9,0.41
